FieldID,Description
f.131777.0.0,Source of report of L62 (nail disorders in diseases classified elsewhere)
f.131778.0.0,Date L63 first reported (alopecia areata)
f.131779.0.0,Source of report of L63 (alopecia areata)
f.131780.0.0,Date L64 first reported (androgenic alopecia)
f.131781.0.0,Source of report of L64 (androgenic alopecia)
f.131782.0.0,Date L65 first reported (other nonscarring hair loss)
f.131783.0.0,Source of report of L65 (other nonscarring hair loss)
f.131784.0.0,Date L66 first reported (cicatricial alopecia [scarring hair loss])
f.131785.0.0,Source of report of L66 (cicatricial alopecia [scarring hair loss])
f.131786.0.0,Date L67 first reported (hair colour and hair shaft abnormalities)
f.131787.0.0,Source of report of L67 (hair colour and hair shaft abnormalities)
f.131788.0.0,Date L68 first reported (hypertrichosis)
f.131789.0.0,Source of report of L68 (hypertrichosis)
f.131790.0.0,Date L70 first reported (acne)
f.131791.0.0,Source of report of L70 (acne)
f.131792.0.0,Date L71 first reported (rosacea)
f.131793.0.0,Source of report of L71 (rosacea)
f.131794.0.0,Date L72 first reported (follicular cysts of skin and subcutaneous tissue)
f.131795.0.0,Source of report of L72 (follicular cysts of skin and subcutaneous tissue)
f.131796.0.0,Date L73 first reported (other follicular disorders)
f.131797.0.0,Source of report of L73 (other follicular disorders)
f.131798.0.0,Date L74 first reported (eccrine sweat disorders)
f.131799.0.0,Source of report of L74 (eccrine sweat disorders)
f.131800.0.0,Date L75 first reported (apocrine sweat disorders)
f.131801.0.0,Source of report of L75 (apocrine sweat disorders)
f.131802.0.0,Date L80 first reported (vitiligo)
f.131803.0.0,Source of report of L80 (vitiligo)
f.131804.0.0,Date L81 first reported (other disorders of pigmentation)
f.131805.0.0,Source of report of L81 (other disorders of pigmentation)
f.131806.0.0,Date L82 first reported (seborrhoeic keratosis)
f.131807.0.0,Source of report of L82 (seborrhoeic keratosis)
f.131808.0.0,Date L83 first reported (acanthosis nigricans)
f.131809.0.0,Source of report of L83 (acanthosis nigricans)
f.131810.0.0,Date L84 first reported (corns and callosities)
f.131811.0.0,Source of report of L84 (corns and callosities)
f.131812.0.0,Date L85 first reported (other epidermal thickening)
f.131813.0.0,Source of report of L85 (other epidermal thickening)
f.131814.0.0,Date L86 first reported (keratoderma in diseases classified elsewhere)
f.131815.0.0,Source of report of L86 (keratoderma in diseases classified elsewhere)
f.131816.0.0,Date L87 first reported (transepidermal elimination disorders)
f.131817.0.0,Source of report of L87 (transepidermal elimination disorders)
f.131818.0.0,Date L88 first reported (pyoderma gangrenosum)
f.131819.0.0,Source of report of L88 (pyoderma gangrenosum)
f.131820.0.0,Date L89 first reported (decubitus ulcer)
f.131821.0.0,Source of report of L89 (decubitus ulcer)
f.131822.0.0,Date L90 first reported (atrophic disorders of skin)
f.131823.0.0,Source of report of L90 (atrophic disorders of skin)
f.131824.0.0,Date L91 first reported (hypertrophic disorders of skin)
f.131825.0.0,Source of report of L91 (hypertrophic disorders of skin)
f.131826.0.0,Date L92 first reported (granulomatous disorders of skin and subcutaneous tissue)
f.131827.0.0,Source of report of L92 (granulomatous disorders of skin and subcutaneous tissue)
f.131828.0.0,Date L93 first reported (lupus erythematosus)
f.131829.0.0,Source of report of L93 (lupus erythematosus)
f.131830.0.0,Date L94 first reported (other localised connective tissue disorders)
f.131831.0.0,Source of report of L94 (other localised connective tissue disorders)
f.131832.0.0,"Date L95 first reported (vasculitis limited to skin, not elsewhere classified)"
f.131833.0.0,"Source of report of L95 (vasculitis limited to skin, not elsewhere classified)"
f.131834.0.0,"Date L97 first reported (ulcer of lower limb, not elsewhere classified)"
f.131835.0.0,"Source of report of L97 (ulcer of lower limb, not elsewhere classified)"
f.131836.0.0,"Date L98 first reported (other disorders of skin and subcutaneous tissue, not elsewhere classified)"
f.131837.0.0,"Source of report of L98 (other disorders of skin and subcutaneous tissue, not elsewhere classified)"
f.131838.0.0,Date L99 first reported (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)
f.131839.0.0,Source of report of L99 (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)
f.131840.0.0,Date M00 first reported (pyogenic arthritis)
f.131841.0.0,Source of report of M00 (pyogenic arthritis)
f.131842.0.0,Date M01 first reported (direct infections of joint in infectious and parasitic diseases classified elsewhere)
f.131843.0.0,Source of report of M01 (direct infections of joint in infectious and parasitic diseases classified elsewhere)
f.131844.0.0,Date M02 first reported (reactive arthropathies)
f.131845.0.0,Source of report of M02 (reactive arthropathies)
f.131846.0.0,Date M03 first reported (postinfective and reactive arthropathies in diseases classified elsewhere)
f.131847.0.0,Source of report of M03 (postinfective and reactive arthropathies in diseases classified elsewhere)
f.131848.0.0,Date M05 first reported (seropositive rheumatoid arthritis)
f.131849.0.0,Source of report of M05 (seropositive rheumatoid arthritis)
f.131850.0.0,Date M06 first reported (other rheumatoid arthritis)
f.131851.0.0,Source of report of M06 (other rheumatoid arthritis)
f.131852.0.0,Date M07 first reported (psoriatic and enteropathic arthropathies)
f.131853.0.0,Source of report of M07 (psoriatic and enteropathic arthropathies)
f.131854.0.0,Date M08 first reported (juvenile arthritis)
f.131855.0.0,Source of report of M08 (juvenile arthritis)
f.131856.0.0,Date M09 first reported (juvenile arthritis in diseases classified elsewhere)
f.131857.0.0,Source of report of M09 (juvenile arthritis in diseases classified elsewhere)
f.131858.0.0,Date M10 first reported (gout)
f.131859.0.0,Source of report of M10 (gout)
f.131860.0.0,Date M11 first reported (other crystal arthropathies)
f.131861.0.0,Source of report of M11 (other crystal arthropathies)
f.131862.0.0,Date M12 first reported (other specific arthropathies)
f.131863.0.0,Source of report of M12 (other specific arthropathies)
f.131864.0.0,Date M13 first reported (other arthritis)
f.131865.0.0,Source of report of M13 (other arthritis)
f.131866.0.0,Date M14 first reported (arthropathies in other diseases classified elsewhere)
f.131867.0.0,Source of report of M14 (arthropathies in other diseases classified elsewhere)
f.131868.0.0,Date M15 first reported (polyarthrosis)
f.131869.0.0,Source of report of M15 (polyarthrosis)
f.131870.0.0,Date M16 first reported (coxarthrosis [arthrosis of hip])
f.131871.0.0,Source of report of M16 (coxarthrosis [arthrosis of hip])
f.131872.0.0,Date M17 first reported (gonarthrosis [arthrosis of knee])
f.131873.0.0,Source of report of M17 (gonarthrosis [arthrosis of knee])
f.131874.0.0,Date M18 first reported (arthrosis of first carpometacarpal joint)
f.131875.0.0,Source of report of M18 (arthrosis of first carpometacarpal joint)
f.131876.0.0,Date M19 first reported (other arthrosis)
f.131877.0.0,Source of report of M19 (other arthrosis)
f.131878.0.0,Date M20 first reported (acquired deformities of fingers and toes)
f.131879.0.0,Source of report of M20 (acquired deformities of fingers and toes)
f.131880.0.0,Date M21 first reported (other acquired deformities of limbs)
f.131881.0.0,Source of report of M21 (other acquired deformities of limbs)
f.131882.0.0,Date M22 first reported (disorders of patella)
f.131883.0.0,Source of report of M22 (disorders of patella)
f.131884.0.0,Date M23 first reported (internal derangement of knee)
f.131885.0.0,Source of report of M23 (internal derangement of knee)
f.131886.0.0,Date M24 first reported (other specific joint derangements)
f.131887.0.0,Source of report of M24 (other specific joint derangements)
f.131888.0.0,"Date M25 first reported (other joint disorders, not elsewhere classified)"
f.131889.0.0,"Source of report of M25 (other joint disorders, not elsewhere classified)"
f.131890.0.0,Date M30 first reported (polyarteritis nodosa and related conditions)
f.131891.0.0,Source of report of M30 (polyarteritis nodosa and related conditions)
f.131892.0.0,Date M31 first reported (other necrotising vasculopathies)
f.131893.0.0,Source of report of M31 (other necrotising vasculopathies)
f.131894.0.0,Date M32 first reported (systemic lupus erythematosus)
f.131895.0.0,Source of report of M32 (systemic lupus erythematosus)
f.131896.0.0,Date M33 first reported (dermatopolymyositis)
f.131897.0.0,Source of report of M33 (dermatopolymyositis)
f.131898.0.0,Date M34 first reported (systemic sclerosis)
f.131899.0.0,Source of report of M34 (systemic sclerosis)
f.131900.0.0,Date M35 first reported (other systemic involvement of connective tissue)
f.131901.0.0,Source of report of M35 (other systemic involvement of connective tissue)
f.131902.0.0,Date M36 first reported (systemic disorders of connective tissue in diseases classified elsewhere)
f.131903.0.0,Source of report of M36 (systemic disorders of connective tissue in diseases classified elsewhere)
f.131904.0.0,Date M40 first reported (kyphosis and lordosis)
f.131905.0.0,Source of report of M40 (kyphosis and lordosis)
f.131906.0.0,Date M41 first reported (scoliosis)
f.131907.0.0,Source of report of M41 (scoliosis)
f.131908.0.0,Date M42 first reported (spinal osteochondrosis)
f.131909.0.0,Source of report of M42 (spinal osteochondrosis)
f.131910.0.0,Date M43 first reported (other deforming dorsopathies)
f.131911.0.0,Source of report of M43 (other deforming dorsopathies)
f.131912.0.0,Date M45 first reported (ankylosing spondylitis)
f.131913.0.0,Source of report of M45 (ankylosing spondylitis)
f.131914.0.0,Date M46 first reported (other inflammatory spondylopathies)
f.131915.0.0,Source of report of M46 (other inflammatory spondylopathies)
f.131916.0.0,Date M47 first reported (spondylosis)
f.131917.0.0,Source of report of M47 (spondylosis)
f.131918.0.0,Date M48 first reported (other spondylopathies)
f.131919.0.0,Source of report of M48 (other spondylopathies)
f.131920.0.0,Date M49 first reported (spondylopathies in diseases classified elsewhere)
f.131921.0.0,Source of report of M49 (spondylopathies in diseases classified elsewhere)
f.131922.0.0,Date M50 first reported (cervical disk disorders)
f.131923.0.0,Source of report of M50 (cervical disk disorders)
f.131924.0.0,Date M51 first reported (other intervertebral disk disorders)
f.131925.0.0,Source of report of M51 (other intervertebral disk disorders)
f.131926.0.0,"Date M53 first reported (other dorsopathies, not elsewhere classified)"
f.131927.0.0,"Source of report of M53 (other dorsopathies, not elsewhere classified)"
f.131928.0.0,Date M54 first reported (dorsalgia)
f.131929.0.0,Source of report of M54 (dorsalgia)
f.131930.0.0,Date M60 first reported (myositis)
f.131931.0.0,Source of report of M60 (myositis)
f.131932.0.0,Date M61 first reported (calcification and ossification of muscle)
f.131933.0.0,Source of report of M61 (calcification and ossification of muscle)
f.131934.0.0,Date M62 first reported (other disorders of muscle)
f.131935.0.0,Source of report of M62 (other disorders of muscle)
f.131936.0.0,Date M63 first reported (disorders of muscle in diseases classified elsewhere)
f.131937.0.0,Source of report of M63 (disorders of muscle in diseases classified elsewhere)
f.131938.0.0,Date M65 first reported (synovitis and tenosynovitis)
f.131939.0.0,Source of report of M65 (synovitis and tenosynovitis)
f.131940.0.0,Date M66 first reported (spontaneous rupture of synovium and tendon)
f.131941.0.0,Source of report of M66 (spontaneous rupture of synovium and tendon)
f.131942.0.0,Date M67 first reported (other disorders of synovium and tendon)
f.131943.0.0,Source of report of M67 (other disorders of synovium and tendon)
f.131944.0.0,Date M68 first reported (disorders of synovium and tendon in diseases classified elsewhere)
f.131945.0.0,Source of report of M68 (disorders of synovium and tendon in diseases classified elsewhere)
f.131946.0.0,"Date M70 first reported (soft tissue disorders related to use, overuse and pressure)"
f.131947.0.0,"Source of report of M70 (soft tissue disorders related to use, overuse and pressure)"
f.131948.0.0,Date M71 first reported (other bursopathies)
f.131949.0.0,Source of report of M71 (other bursopathies)
f.131950.0.0,Date M72 first reported (fibroblastic disorders)
f.131951.0.0,Source of report of M72 (fibroblastic disorders)
f.131952.0.0,Date M73 first reported (soft tissue disorders in diseases classified elsewhere)
f.131953.0.0,Source of report of M73 (soft tissue disorders in diseases classified elsewhere)
f.131954.0.0,Date M75 first reported (shoulder lesions)
f.131955.0.0,Source of report of M75 (shoulder lesions)
f.131956.0.0,"Date M76 first reported (enthesopathies of lower limb, excluding foot)"
f.131957.0.0,"Source of report of M76 (enthesopathies of lower limb, excluding foot)"
f.131958.0.0,Date M77 first reported (other enthesopathies)
f.131959.0.0,Source of report of M77 (other enthesopathies)
f.131960.0.0,"Date M79 first reported (other soft tissue disorders, not elsewhere classified)"
f.131961.0.0,"Source of report of M79 (other soft tissue disorders, not elsewhere classified)"
f.131962.0.0,Date M80 first reported (osteoporosis with pathological fracture)
f.131963.0.0,Source of report of M80 (osteoporosis with pathological fracture)
f.131964.0.0,Date M81 first reported (osteoporosis without pathological fracture)
f.131965.0.0,Source of report of M81 (osteoporosis without pathological fracture)
f.131966.0.0,Date M82 first reported (osteoporosis in diseases classified elsewhere)
f.131967.0.0,Source of report of M82 (osteoporosis in diseases classified elsewhere)
f.131968.0.0,Date M83 first reported (adult osteomalacia)
f.131969.0.0,Source of report of M83 (adult osteomalacia)
f.131970.0.0,Date M84 first reported (disorders of continuity of bone)
f.131971.0.0,Source of report of M84 (disorders of continuity of bone)
f.131972.0.0,Date M85 first reported (other disorders of bone density and structure)
f.131973.0.0,Source of report of M85 (other disorders of bone density and structure)
f.131974.0.0,Date M86 first reported (osteomyelitis)
f.131975.0.0,Source of report of M86 (osteomyelitis)
f.131976.0.0,Date M87 first reported (osteonecrosis)
f.131977.0.0,Source of report of M87 (osteonecrosis)
f.131978.0.0,Date M88 first reported (paget's disease of bone [osteitis deformans])
f.131979.0.0,Source of report of M88 (paget's disease of bone [osteitis deformans])
f.131980.0.0,Date M89 first reported (other disorders of bone)
f.131981.0.0,Source of report of M89 (other disorders of bone)
f.131982.0.0,Date M90 first reported (osteopathies in diseases classified elsewhere)
f.131983.0.0,Source of report of M90 (osteopathies in diseases classified elsewhere)
f.131984.0.0,Date M91 first reported (juvenile osteochondrosis of hip and pelvis)
f.131985.0.0,Source of report of M91 (juvenile osteochondrosis of hip and pelvis)
f.131986.0.0,Date M92 first reported (other juvenile osteochondrosis)
f.131987.0.0,Source of report of M92 (other juvenile osteochondrosis)
f.131988.0.0,Date M93 first reported (other osteochondropathies)
f.131989.0.0,Source of report of M93 (other osteochondropathies)
f.131990.0.0,Date M94 first reported (other disorders of cartilage)
f.131991.0.0,Source of report of M94 (other disorders of cartilage)
f.131992.0.0,Date M95 first reported (other acquired deformities of musculoskeletal system and connective tissue)
f.131993.0.0,Source of report of M95 (other acquired deformities of musculoskeletal system and connective tissue)
f.131994.0.0,"Date M96 first reported (postprocedural musculoskeletal disorders, not elsewhere classified)"
f.131995.0.0,"Source of report of M96 (postprocedural musculoskeletal disorders, not elsewhere classified)"
f.131996.0.0,"Date M99 first reported (biomechanical lesions, not elsewhere classified)"
f.131997.0.0,"Source of report of M99 (biomechanical lesions, not elsewhere classified)"
f.131998.0.0,Date N00 first reported (acute nephritic syndrome)
f.131999.0.0,Source of report of N00 (acute nephritic syndrome)
f.132000.0.0,Date N01 first reported (rapidly progressive nephritic syndrome)
f.132001.0.0,Source of report of N01 (rapidly progressive nephritic syndrome)
f.132002.0.0,Date N02 first reported (recurrent and persistent haematuria)
f.132003.0.0,Source of report of N02 (recurrent and persistent haematuria)
f.132004.0.0,Date N03 first reported (chronic nephritic syndrome)
f.132005.0.0,Source of report of N03 (chronic nephritic syndrome)
f.132006.0.0,Date N04 first reported (nephrotic syndrome)
f.132007.0.0,Source of report of N04 (nephrotic syndrome)
f.132008.0.0,Date N05 first reported (unspecified nephritic syndrome)
f.132009.0.0,Source of report of N05 (unspecified nephritic syndrome)
f.132010.0.0,Date N06 first reported (isolated proteinuria with specified morphological lesion)
f.132011.0.0,Source of report of N06 (isolated proteinuria with specified morphological lesion)
f.132012.0.0,"Date N07 first reported (hereditary nephropathy, not elsewhere classified)"
f.132013.0.0,"Source of report of N07 (hereditary nephropathy, not elsewhere classified)"
f.132014.0.0,Date N08 first reported (glomerular disorders in diseases classified elsewhere)
f.132015.0.0,Source of report of N08 (glomerular disorders in diseases classified elsewhere)
f.132016.0.0,Date N10 first reported (acute tubulo-interstitial nephritis)
f.132017.0.0,Source of report of N10 (acute tubulo-interstitial nephritis)
f.132018.0.0,Date N11 first reported (chronic tubulo-interstitial nephritis)
f.132019.0.0,Source of report of N11 (chronic tubulo-interstitial nephritis)
f.132020.0.0,"Date N12 first reported (tubulo-interstitial nephritis, not specified as acute or chronic)"
f.132021.0.0,"Source of report of N12 (tubulo-interstitial nephritis, not specified as acute or chronic)"
f.132022.0.0,Date N13 first reported (obstructive and reflux uropathy)
f.132023.0.0,Source of report of N13 (obstructive and reflux uropathy)
f.132024.0.0,Date N14 first reported (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions)
f.132025.0.0,Source of report of N14 (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions)
f.132026.0.0,Date N15 first reported (other renal tubulo-interstitial diseases)
f.132027.0.0,Source of report of N15 (other renal tubulo-interstitial diseases)
f.132028.0.0,Date N16 first reported (renal tubulo-interstitial disorders in diseases classified elsewhere)
f.132029.0.0,Source of report of N16 (renal tubulo-interstitial disorders in diseases classified elsewhere)
f.132030.0.0,Date N17 first reported (acute renal failure)
f.132031.0.0,Source of report of N17 (acute renal failure)
f.132032.0.0,Date N18 first reported (chronic renal failure)
f.132033.0.0,Source of report of N18 (chronic renal failure)
f.132034.0.0,Date N19 first reported (unspecified renal failure)
f.132035.0.0,Source of report of N19 (unspecified renal failure)
f.132036.0.0,Date N20 first reported (calculus of kidney and ureter)
f.132037.0.0,Source of report of N20 (calculus of kidney and ureter)
f.132038.0.0,Date N21 first reported (calculus of lower urinary tract)
f.132039.0.0,Source of report of N21 (calculus of lower urinary tract)
f.132040.0.0,Date N22 first reported (calculus of urinary tract in diseases classified elsewhere)
f.132041.0.0,Source of report of N22 (calculus of urinary tract in diseases classified elsewhere)
f.132042.0.0,Date N23 first reported (unspecified renal colic)
f.132043.0.0,Source of report of N23 (unspecified renal colic)
f.132044.0.0,Date N25 first reported (disorders resulting from impaired renal tubular function)
f.132045.0.0,Source of report of N25 (disorders resulting from impaired renal tubular function)
f.132046.0.0,Date N26 first reported (unspecified contracted kidney)
f.132047.0.0,Source of report of N26 (unspecified contracted kidney)
f.132048.0.0,Date N27 first reported (small kidney of unknown cause)
f.132049.0.0,Source of report of N27 (small kidney of unknown cause)
f.132050.0.0,"Date N28 first reported (other disorders of kidney and ureter, not elsewhere classified)"
f.132051.0.0,"Source of report of N28 (other disorders of kidney and ureter, not elsewhere classified)"
f.132052.0.0,Date N29 first reported (other disorders of kidney and ureter in diseases classified elsewhere)
f.132053.0.0,Source of report of N29 (other disorders of kidney and ureter in diseases classified elsewhere)
f.132054.0.0,Date N30 first reported (cystitis)
f.132055.0.0,Source of report of N30 (cystitis)
f.132056.0.0,"Date N31 first reported (neuromuscular dysfunction of bladder, not elsewhere classified)"
f.132057.0.0,"Source of report of N31 (neuromuscular dysfunction of bladder, not elsewhere classified)"
f.132058.0.0,Date N32 first reported (other disorders of bladder)
f.132059.0.0,Source of report of N32 (other disorders of bladder)
f.132060.0.0,Date N33 first reported (bladder disorders in diseases classified elsewhere)
f.132061.0.0,Source of report of N33 (bladder disorders in diseases classified elsewhere)
f.132062.0.0,Date N34 first reported (urethritis and urethral syndrome)
f.132063.0.0,Source of report of N34 (urethritis and urethral syndrome)
f.132064.0.0,Date N35 first reported (urethral stricture)
f.132065.0.0,Source of report of N35 (urethral stricture)
f.132066.0.0,Date N36 first reported (other disorders of urethra)
f.132067.0.0,Source of report of N36 (other disorders of urethra)
f.132068.0.0,Date N37 first reported (urethral disorders in diseases classified elsewhere)
f.132069.0.0,Source of report of N37 (urethral disorders in diseases classified elsewhere)
f.132070.0.0,Date N39 first reported (other disorders of urinary system)
f.132071.0.0,Source of report of N39 (other disorders of urinary system)
f.132072.0.0,Date N40 first reported (hyperplasia of prostate)
f.132073.0.0,Source of report of N40 (hyperplasia of prostate)
f.132074.0.0,Date N41 first reported (inflammatory diseases of prostate)
f.132075.0.0,Source of report of N41 (inflammatory diseases of prostate)
f.132076.0.0,Date N42 first reported (other disorders of prostate)
f.132077.0.0,Source of report of N42 (other disorders of prostate)
f.132078.0.0,Date N43 first reported (hydrocele and spermatocele)
f.132079.0.0,Source of report of N43 (hydrocele and spermatocele)
f.132080.0.0,Date N44 first reported (torsion of testis)
f.132081.0.0,Source of report of N44 (torsion of testis)
f.132082.0.0,Date N45 first reported (orchitis and epididymitis)
f.132083.0.0,Source of report of N45 (orchitis and epididymitis)
f.132084.0.0,Date N46 first reported (male infertility)
f.132085.0.0,Source of report of N46 (male infertility)
f.132086.0.0,"Date N47 first reported (redundant prepuce, phimosis and paraphimosis)"
f.132087.0.0,"Source of report of N47 (redundant prepuce, phimosis and paraphimosis)"
f.132088.0.0,Date N48 first reported (other disorders of penis)
f.132089.0.0,Source of report of N48 (other disorders of penis)
f.132090.0.0,"Date N49 first reported (inflammatory disorders of male genital organs, not elsewhere classified)"
f.132091.0.0,"Source of report of N49 (inflammatory disorders of male genital organs, not elsewhere classified)"
f.132092.0.0,Date N50 first reported (other disorders of male genital organs)
f.132093.0.0,Source of report of N50 (other disorders of male genital organs)
f.132094.0.0,Date N51 first reported (disorders of male genital organs in diseases classified elsewhere)
f.132095.0.0,Source of report of N51 (disorders of male genital organs in diseases classified elsewhere)
f.132096.0.0,Date N60 first reported (benign mammary dysplasia)
f.132097.0.0,Source of report of N60 (benign mammary dysplasia)
f.132098.0.0,Date N61 first reported (inflammatory disorders of breast)
f.132099.0.0,Source of report of N61 (inflammatory disorders of breast)
f.132100.0.0,Date N62 first reported (hypertrophy of breast)
f.132101.0.0,Source of report of N62 (hypertrophy of breast)
f.132102.0.0,Date N63 first reported (unspecified lump in breast)
f.132103.0.0,Source of report of N63 (unspecified lump in breast)
f.132104.0.0,Date N64 first reported (other disorders of breast)
f.132105.0.0,Source of report of N64 (other disorders of breast)
f.132106.0.0,Date N70 first reported (salpingitis and oophoritis)
f.132107.0.0,Source of report of N70 (salpingitis and oophoritis)
f.132108.0.0,"Date N71 first reported (inflammatory disease of uterus, except cervix)"
f.132109.0.0,"Source of report of N71 (inflammatory disease of uterus, except cervix)"
f.132110.0.0,Date N72 first reported (inflammatory disease of cervix uteri)
f.132111.0.0,Source of report of N72 (inflammatory disease of cervix uteri)
f.132112.0.0,Date N73 first reported (other female pelvic inflammatory diseases)
f.132113.0.0,Source of report of N73 (other female pelvic inflammatory diseases)
f.132114.0.0,Date N74 first reported (female pelvic inflammatory disorders in diseases classified elsewhere)
f.132115.0.0,Source of report of N74 (female pelvic inflammatory disorders in diseases classified elsewhere)
f.132116.0.0,Date N75 first reported (diseases of bartholin's gland)
f.132117.0.0,Source of report of N75 (diseases of bartholin's gland)
f.132118.0.0,Date N76 first reported (other inflammation of vagina and vulva)
f.132119.0.0,Source of report of N76 (other inflammation of vagina and vulva)
f.132120.0.0,Date N77 first reported (vulvovaginal ulceration and inflammation in diseases classified elsewhere)
f.132121.0.0,Source of report of N77 (vulvovaginal ulceration and inflammation in diseases classified elsewhere)
f.132122.0.0,Date N80 first reported (endometriosis)
f.132123.0.0,Source of report of N80 (endometriosis)
f.132124.0.0,Date N81 first reported (female genital prolapse)
f.132125.0.0,Source of report of N81 (female genital prolapse)
f.132126.0.0,Date N82 first reported (fistulae involving female genital tract)
f.132127.0.0,Source of report of N82 (fistulae involving female genital tract)
f.132128.0.0,"Date N83 first reported (noninflammatory disorders of ovary, fallopian tube and broad ligament)"
f.132129.0.0,"Source of report of N83 (noninflammatory disorders of ovary, fallopian tube and broad ligament)"
f.132130.0.0,Date N84 first reported (polyp of female genital tract)
f.132131.0.0,Source of report of N84 (polyp of female genital tract)
f.132132.0.0,"Date N85 first reported (other noninflammatory disorders of uterus, except cervix)"
f.132133.0.0,"Source of report of N85 (other noninflammatory disorders of uterus, except cervix)"
f.132134.0.0,Date N86 first reported (erosion and ectropion of cervix uteri)
f.132135.0.0,Source of report of N86 (erosion and ectropion of cervix uteri)
f.132136.0.0,Date N87 first reported (dysplasia of cervix uteri)
f.132137.0.0,Source of report of N87 (dysplasia of cervix uteri)
f.132138.0.0,Date N88 first reported (other noninflammatory disorders of cervix uteri)
f.132139.0.0,Source of report of N88 (other noninflammatory disorders of cervix uteri)
f.132140.0.0,Date N89 first reported (other noninflammatory disorders of vagina)
f.132141.0.0,Source of report of N89 (other noninflammatory disorders of vagina)
f.132142.0.0,Date N90 first reported (other noninflammatory disorders of vulva and perineum)
f.132143.0.0,Source of report of N90 (other noninflammatory disorders of vulva and perineum)
f.132144.0.0,"Date N91 first reported (absent, scanty and rare menstruation)"
f.132145.0.0,"Source of report of N91 (absent, scanty and rare menstruation)"
f.132146.0.0,"Date N92 first reported (excessive, frequent and irregular menstruation)"
f.132147.0.0,"Source of report of N92 (excessive, frequent and irregular menstruation)"
f.132148.0.0,Date N93 first reported (other abnormal uterine and vaginal bleeding)
f.132149.0.0,Source of report of N93 (other abnormal uterine and vaginal bleeding)
f.132150.0.0,Date N94 first reported (pain and other conditions associated with female genital organs and menstrual cycle)
f.132151.0.0,Source of report of N94 (pain and other conditions associated with female genital organs and menstrual cycle)
f.132152.0.0,Date N95 first reported (menopausal and other perimenopausal disorders)
f.132153.0.0,Source of report of N95 (menopausal and other perimenopausal disorders)
f.132154.0.0,Date N96 first reported (habitual aborter)
f.132155.0.0,Source of report of N96 (habitual aborter)
f.132156.0.0,Date N97 first reported (female infertility)
f.132157.0.0,Source of report of N97 (female infertility)
f.132158.0.0,Date N98 first reported (complications associated with artificial fertilisation)
f.132159.0.0,Source of report of N98 (complications associated with artificial fertilisation)
f.132160.0.0,"Date N99 first reported (postprocedural disorders of genito-urinary system, not elsewhere classified)"
f.132161.0.0,"Source of report of N99 (postprocedural disorders of genito-urinary system, not elsewhere classified)"
f.132162.0.0,Date O00 first reported (ectopic pregnancy)
f.132163.0.0,Source of report of O00 (ectopic pregnancy)
f.132164.0.0,Date O01 first reported (hydatidiform mole)
f.132165.0.0,Source of report of O01 (hydatidiform mole)
f.132166.0.0,Date O02 first reported (other abnormal products of conception)
f.132167.0.0,Source of report of O02 (other abnormal products of conception)
f.132168.0.0,Date O03 first reported (spontaneous abortion)
f.132169.0.0,Source of report of O03 (spontaneous abortion)
f.132170.0.0,Date O04 first reported (medical abortion)
f.132171.0.0,Source of report of O04 (medical abortion)
f.132172.0.0,Date O05 first reported (other abortion)
f.132173.0.0,Source of report of O05 (other abortion)
f.132174.0.0,Date O06 first reported (unspecified abortion)
f.132175.0.0,Source of report of O06 (unspecified abortion)
f.132176.0.0,Date O07 first reported (failed attempted abortion)
f.132177.0.0,Source of report of O07 (failed attempted abortion)
f.132178.0.0,Date O08 first reported (complications following abortion and ectopic and molar pregnancy)
f.132179.0.0,Source of report of O08 (complications following abortion and ectopic and molar pregnancy)
f.132180.0.0,"Date O10 first reported (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
f.132181.0.0,"Source of report of O10 (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
f.132182.0.0,Date O11 first reported (pre-existing hypertensive disorder with superimposed proteinuria)
f.132183.0.0,Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria)
f.132184.0.0,Date O12 first reported (gestational [pregnancy-induced] oedema and proteinuria without hypertension)
f.132185.0.0,Source of report of O12 (gestational [pregnancy-induced] oedema and proteinuria without hypertension)
f.132186.0.0,Date O13 first reported (gestational [pregnancy-induced] hypertension without significant proteinuria)
f.132187.0.0,Source of report of O13 (gestational [pregnancy-induced] hypertension without significant proteinuria)
f.132188.0.0,Date O14 first reported (gestational [pregnancy-induced] hypertension with significant proteinuria)
f.132189.0.0,Source of report of O14 (gestational [pregnancy-induced] hypertension with significant proteinuria)
f.132190.0.0,Date O15 first reported (eclampsia)
f.132191.0.0,Source of report of O15 (eclampsia)
f.132192.0.0,Date O16 first reported (unspecified maternal hypertension)
f.132193.0.0,Source of report of O16 (unspecified maternal hypertension)
f.132194.0.0,Date O20 first reported (haemorrhage in early pregnancy)
f.132195.0.0,Source of report of O20 (haemorrhage in early pregnancy)
f.132196.0.0,Date O21 first reported (excessive vomiting in pregnancy)
f.132197.0.0,Source of report of O21 (excessive vomiting in pregnancy)
f.132198.0.0,Date O22 first reported (venous complications in pregnancy)
f.132199.0.0,Source of report of O22 (venous complications in pregnancy)
f.132200.0.0,Date O23 first reported (infections of genito-urinary tract in pregnancy)
